DB Accession Number,Molecule Names,ATC Codes,Type,Groups,DB SMILES,Neutralized SMILES
DB08889; ZINC000049841054; D08880,Carfilzomib ; CARFILZOMIB; Kyprolis,L01XG; L01XX,Small Molecule,NotAvailable,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
DB08890,Linaclotide ,A06AX,Small Molecule,NotAvailable,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
DB08893; ZINC000001996784; CHEMBL2095212; D09535,Mirabegron ; MIRABEGRON; Mirabegron; Betanis,G04BD,Small Molecule,NotAvailable,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
DB08895; ZINC000003818808; CHEMBL221959,Tofacitinib ; TOFACITINIB; TOFACITINIB CITRATE; Tofacitinib,L04AA; L04AF,Small Molecule,NotAvailable,C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
DB08896; ZINC000006745272; CHEMBL1946170; D10137,Regorafenib ; REGORAFENIB; Regorafenib; Stivarga,L01EX; L01XE,Small Molecule,NotAvailable,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
DB08897; ZINC000030691727; CHEMBL551466; D08837,Aclidinium ; ACLIDINIUM; ACLIDINIUM BROMIDE; Aclidinium bromide; Eklira,R03AL; R03BB,Small Molecule,NotAvailable,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
DB08899; ZINC000034806477; CHEMBL1082407,Enzalutamide ; ENZALUTAMIDE; Enzalutamide,L02BB,Small Molecule,NotAvailable,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F
DB08901; ZINC000036701290; CHEMBL1171837; D09951,Ponatinib ; PONATINIB; PONATINIB HYDROCHLORIDE; Ponatinib; Iclusig,L01EA; L01XE,Small Molecule,NotAvailable,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
DB08903; ZINC000004655029; CHEMBL376488,Bedaquiline ; BEDAQUILINE; BEDAQUILINE FUMARATE; Bedaquiline,J04AK,Small Molecule,NotAvailable,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
DB08905; CHEMBL132530,Formestane ; Formestane,L02BG,Small Molecule,NotAvailable,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
DB08906; ZINC000003992105; CHEMBL1676; D06315,Fluticasone furoate ; FLUTICASONE FUROATE; Fluticasone furoate; Allermist,D07AC; R01AD; R03AK; R03AL; R03BA,Small Molecule,NotAvailable,[H][C@@]12C[C@@H](C)[C@](OC(=O)C3=CC=CO3)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
DB08907; ZINC000043207238; CHEMBL4594217,Canagliflozin ; CANAGLIFLOZIN; CANAGLIFLOZIN HYDRATE; Canagliflozin,A10BD; A10BK; A10BX,Small Molecule,NotAvailable,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
DB08908; ZINC000003843378; CHEMBL2107333; D03846,Dimethyl fumarate ; DIMETHYL FUMARATE; Dimethyl fumarate; Tecfidera,L04AX; N07XX,Small Molecule,NotAvailable,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,COC(=O)/C=C/C(=O)OC
DB08909; ZINC000038945666; CHEMBL2105745,Glycerol phenylbutyrate ; GLYCEROL PHENYLBUTYRATE; Glycerol phenylbutyrate,A16AX,Small Molecule,NotAvailable,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
DB08910; CHEMBL43452; D08976,Pomalidomide ; Pomalidomide; Pomalyst,L04AX,Small Molecule,NotAvailable,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
DB08911; ZINC000043100709; CHEMBL2103875,Trametinib ; TRAMETINIB; TRAMETINIB DIMETHYL SULFOXIDE; Trametinib,L01EE; L01XE,Small Molecule,NotAvailable,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
DB08912; ZINC000068153186; CHEMBL2028663,Dabrafenib ; DABRAFENIB; DABRAFENIB MESYLATE; Dabrafenib,L01EC; L01XE,Small Molecule,NotAvailable,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
DB08916; ZINC000003976838; CHEMBL1173655,Afatinib ; AFATINIB; AFATINIB DIMALEATE; Afatinib,L01EB; L01XE,Small Molecule,NotAvailable,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
DB08918; ZINC000000000506; CHEMBL99946,Levomilnacipran ; LEVOMILNACIPRAN; LEVOMILNACIPRAN HYDROCHLORIDE; MILNACIPRAN; MILNACIPRAN HYDROCHLORIDE; Levomilnacipran,N06AX,Small Molecule,NotAvailable,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
DB08930; ZINC000058581064; CHEMBL1229211; D10113,Dolutegravir ; DOLUTEGRAVIR; DOLUTEGRAVIR SODIUM; Dolutegravir; Tivicay,J05AJ; J05AR; J05AX,Small Molecule,NotAvailable,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
DB08931; ZINC000003819392; CHEMBL2107834; D09572,Riociguat ; RIOCIGUAT; Riociguat; Adempas,C02KX,Small Molecule,NotAvailable,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
DB08932; ZINC000043202140; CHEMBL2103873; D10135,Macitentan ; MACITENTAN; Macitentan; Opsumit,C02KX,Small Molecule,NotAvailable,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
DB08933; ZINC000003929486; CHEMBL2105689; D01980,Luliconazole ; LULICONAZOLE; Luliconazole; Lulicon,D01AC,Small Molecule,NotAvailable,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
DB08934; ZINC000100074252; CHEMBL1259059; D10366,Sofosbuvir ; SOFOSBUVIR; Sofosbuvir; Sovaldi,J05AP; J05AX,Small Molecule,NotAvailable,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
DB08936; CHEMBL22150,Chlorcyclizine ; Chlorcyclizine,R06AE,Small Molecule,NotAvailable,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB08941,Isoxsuprine ,C04AA,Small Molecule,NotAvailable,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1
DB08943; CHEMBL1571863,Isoconazole ; Isoconazole,D01AC; G01AF,Small Molecule,NotAvailable,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
DB08944,Isoaminile ,R05DB,Small Molecule,NotAvailable,CC(C)[C@@](C[C@H](C)N(C)C)(C#N)C1=CC=CC=C1,CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1
DB08949; CHEMBL1094982,Inositol nicotinate ; Inositol nicotinate,C04AC,Small Molecule,NotAvailable,O=C(O[C@H]1[C@H](OC(=O)C2=CC=CN=C2)[C@@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@@H]1OC(=O)C1=CC=CN=C1)C1=CC=CN=C1,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1
DB08950; CHEMBL279516,Indoramin ; Indoramin,C02CA,Small Molecule,NotAvailable,O=C(NC1CCN(CCC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
DB08958; CHEMBL144673; JUAN805,Hexetidine ; Hexetidine; Hexetidine,A01AB; G01AX,Small Molecule,NotAvailable,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
DB08964; CHEMBL1908315,Gemeprost ; Gemeprost,G02AD,Small Molecule,NotAvailable,CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC\C=C\C(=O)OC,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC
DB08965,Fusafungine ,R02AB,Small Molecule,NotAvailable,[H]C1(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C(=O)C([H])(OC(=O)[C@]([H])(C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O
DB08967; CHEMBL346977,Dimetotiazine ; Dimetotiazine,N02CX,Small Molecule,NotAvailable,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(=O)(=O)N(C)C)N(C)C,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C
DB08971; CHEMBL251634,Fluocortolone ; Fluocortolone,C05AA; D07AC; D07BC; D07CC; D07XC; H02AB; S01CA,Small Molecule,NotAvailable,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO
DB08976; CHEMBL2105075,Floctafenine ; Floctafenine,N02BG,Small Molecule,NotAvailable,OCC(O)COC(=O)C1=CC=CC=C1NC1=CC=NC2=C(C=CC=C12)C(F)(F)F,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12
DB08981; CHEMBL277522,Fenbufen ; Fenbufen,M01AE,Small Molecule,NotAvailable,OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
DB08985; CHEMBL86882; JUAN228,Etilefrine ; Etilefrine; Etilefrine,C01CA,Small Molecule,NotAvailable,CCNCC(O)C1=CC=CC(O)=C1,CCNCC(O)c1cccc(O)c1
DB08987; CHEMBL492,Etidocaine ; Etidocaine,N01BB,Small Molecule,NotAvailable,CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
DB08995; CHEMBL231884,Diosmin ; Diosmin,C05CA,Small Molecule,NotAvailable,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
DB09009; CHEMBL1093,Articaine ; Articaine,N01BB,Small Molecule,NotAvailable,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
DB09015; CHEMBL1371200,Canrenoic acid ; Potassium canrenoate,C03DA,Small Molecule,NotAvailable,[H][C@@]12CC[C@@](O)(CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)O
DB09019; CHEMBL253376; JUAN749,Bromhexine ; Bromhexine; Bromhexine,R05CB,Small Molecule,NotAvailable,CN(CC1=CC(Br)=CC(Br)=C1N)C1CCCCC1,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1
DB09020; ZINC000003830321; CHEMBL942; JUAN876,Bisacodyl ; BISACODYL; Bisacodyl; Bisacodyl,A06AB; A06AG,Small Molecule,NotAvailable,CC(=O)OC1=CC=C(C=C1)C(C1=CC=C(OC(C)=O)C=C1)C1=CC=CC=N1,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
DB09026; ZINC000004393164; CHEMBL1639,Aliskiren ; ALISKIREN; ALISKIREN FUMARATE; Aliskiren,C09DX; C09XA,Small Molecule,NotAvailable,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
DB09027,Ledipasvir ,J05AP,Small Molecule,NotAvailable,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C
DB09030; ZINC000003925861; CHEMBL493982,Vorapaxar ; VORAPAXAR; VORAPAXAR SULFATE; Vorapaxar,B01AC,Small Molecule,NotAvailable,[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
DB09031; CHEMBL125; JUAN620,Miltefosine ; Miltefosine; Miltefosine,L01XX; P01CX,Small Molecule,NotAvailable,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
DB09034; CHEMBL1083659; D10082,Suvorexant ; Suvorexant; Belsomra,N05CJ; N05CM,Small Molecule,NotAvailable,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
DB09038; ZINC000036520252; CHEMBL2107830; D10459,Empagliflozin ; EMPAGLIFLOZIN; Empagliflozin; Jardiance,A10BD; A10BK; A10BX,Small Molecule,NotAvailable,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
DB09039; ZINC000072267023; CHEMBL2110588,Eliglustat ; ELIGLUSTAT; ELIGLUSTAT TARTRATE; Eliglustat,A16AX,Small Molecule,NotAvailable,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
DB09040; ZINC000000006251; CHEMBL2103877; D10021,Efinaconazole ; EFINACONAZOLE; Efinaconazole; Clenafin,D01AC,Small Molecule,NotAvailable,C[C@@H](N1CCC(=C)CC1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
DB09041; CHEMBL443052,Tavaborole ; Tavaborole,D01AE,Small Molecule,NotAvailable,OB1OCC2=CC(F)=CC=C12,OB1OCc2cc(F)ccc21
DB09049; ZINC000095564694; CHEMBL2219418,Naloxegol ; NALOXEGOL; NALOXEGOL OXALATE; Naloxegol,A06AH,Small Molecule,NotAvailable,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5
DB09053; ZINC000035328014; CHEMBL1873475; D10223,Ibrutinib ; IBRUTINIB; Ibrutinib; Imbruvica,L01EL; L01XE,Small Molecule,NotAvailable,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
DB09054; ZINC000013986658; CHEMBL2216870,Idelalisib ; IDELALISIB; Idelalisib,L01EM; L01XX,Small Molecule,NotAvailable,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
DB09055; CHEMBL345714,Acipimox ; Acipimox,C10AD,Small Molecule,NotAvailable,CC1=[N+]([O-])C=C(N=C1)C(O)=O,Cc1cnc(C(=O)O)c[n+]1[O-]
DB09056; CHEMBL489411,Amorolfine ; Amorolfine,D01AE,Small Molecule,NotAvailable,[H]C(C)(CN1C[C@]([H])(C)O[C@]([H])(C)C1)CC1=CC=C(C=C1)C(C)(C)CC,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1
DB09059,Atosiban ,G02CX,Small Molecule,NotAvailable,[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
DB09061; CHEMBL190461,Cannabidiol ; Cannabidiol,N03AX,Small Molecule,NotAvailable,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
DB09063,Ceritinib ,L01ED,Small Molecule,NotAvailable,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,Cc1cc(Nc2ncc(Cl)c(=Nc3ccccc3S(=O)(=O)C(C)C)[nH]2)c(OC(C)C)cc1C1CCNCC1
DB09064; CHEMBL557555,Ciprofibrate ; Ciprofibrate,C10AB,Small Molecule,NotAvailable,CC(C)(OC1=CC=C(C=C1)C1CC1(Cl)Cl)C(O)=O,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
DB09065; ZINC000085537014; CHEMBL2095208,Cobicistat ; COBICISTAT; Cobicistat,J05AR; V03AX,Small Molecule,NotAvailable,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1
DB09068; ZINC000034051848; CHEMBL2104993; D10185,Vortioxetine ; VORTIOXETINE; VORTIOXETINE HYDROBROMIDE; Vortioxetine; Trintellix,N06AX,Small Molecule,NotAvailable,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
DB09069; CHEMBL203266; JUAN249,Trimetazidine ; Trimetazidine; Trimetazidine,C01EB,Small Molecule,NotAvailable,COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1,COc1ccc(CN2CCNCC2)c(OC)c1OC
DB09070; CHEMBL2103774,Tibolone ; Tibolone,G03CX,Small Molecule,NotAvailable,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H],C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
DB09071; ZINC000004392649; CHEMBL2103822,Tasimelteon ; TASIMELTEON; Tasimelteon,N05CH,Small Molecule,NotAvailable,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2
DB09072; ZINC000001532805; CHEMBL1200682,Sodium oxybate ; OXYBATE; SODIUM OXYBATE; Sodium oxybate,N01AX; N07XX,Small Molecule,NotAvailable,[Na+].OCCCC([O-])=O,O=C(O)CCCO
DB09073; ZINC000003938686; CHEMBL189963; D10372,Palbociclib ; PALBOCICLIB; PALBOCICLIB ISETHIONATE; Palbociclib; Ibrance,L01EF; L01XE,Small Molecule,NotAvailable,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
DB09074; ZINC000040430143; CHEMBL521686; D09730,Olaparib ; OLAPARIB; Olaparib; Lynparza,L01XK; L01XX,Small Molecule,NotAvailable,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
